username,location,text,created_at
Paul24367396,BRONX...Coms Up.  ,"RT @prayingmedic: The day patriots took back their freedom from unelected globalist bureaucrats.
🇬🇧
#BrexitDay
https://t.co/mzhRikEeSk",2020-02-05
Santilespr,,"RT @Charles_HRH: Only the British could tyrannically invade and colonise half the world, then leave the EU due to immigration. #BrexitDay",2020-02-05
wandainparis,,"RT @Charles_HRH: Only the British could tyrannically invade and colonise half the world, then leave the EU due to immigration. #BrexitDay",2020-02-05
countkev,london chauffeur,"RT @_BrexitTory: Who do you think you are kidding Mr Juncker.... 🎵 🎶 

We only went an won didn’t we! 
🇬🇧🇬🇧🇬🇧🥂🍾
#BrexitDay 
 https://t.co/M…",2020-02-05
BillRob22261292,Proud Northumbrian.,RT @Ash_Hirani: Thanks @IncMonocle for some lovely pics of my little #ShantiHirani at the @LeaveMnsLeave #BrexitDay celebrations in #Parlia…,2020-02-05
Danny30798186,"Madeira beach, fla","RT @RealCandaceO: As many of you know, my husband is British and my father-in-law sits in the House of Lords. 
Safe to say the Farmer house…",2020-02-05
Jims_Grey,,RT @CrypcoreDotCom: Those who think that the current crypto bull run is profitable should checkout Crypcore to see how they can earn more o…,2020-02-05
indyDarling1,the hills,RT @PWMartin_Leith: I won't be the only SNP membership secretary today who's seen yet another surge in branch numbers following Fridays #Br…,2020-02-05
Swindon4EU,Swindon,"RT @RichardGCorbett: This is how #Brexit was marked on Friday evening on Place Jo Cox  in Brussels 
#BrexitDay https://t.co/i4wIVvcnyE",2020-02-05
DierdorfDoug,"Albuquerque, NM",RT @deAdder: Cartoon for @TorontoStar #BrexitDay #Brexit50p #Brexiteers #BrexitShambles https://t.co/tANe3Wijvm,2020-02-05
NOYDB12,,"RT @RealCandaceO: As many of you know, my husband is British and my father-in-law sits in the House of Lords. 
Safe to say the Farmer house…",2020-02-05
noelwright72,,RT @failinghuman: It’s #BrexitDay so here’s a bit about my mum being a  Latina #brexit supporter. Performed at the wonderful @UnleashedCome…,2020-02-05
noelwright72,,"RT @UnleashedComedy: Fuckin' Hell, What Are We Like!
Rock 'n' Roll
#BrexitDay #FridayFeeling https://t.co/joYqeYOr6g",2020-02-05
